title	reserve_percent	audience	director	producer	actor_and_actress	genre	release_date
작전명 발키리	0.0%	101명	브라이언싱어		탐크루즈,빌나이,케네스브레너	스릴러	 www.foxkorea.co.kr/valkyrie
쌍화점	0.0%	205명	유하		조인성,주진모,송지효	로맨스,드라마,시대극	 www.ssanghwa.co.kr
오스트레일리아 	0.0%	35명	바즈루어만		휴잭맨,니콜키드먼	로맨스,드라마,전쟁	 www.foxkorea.co.kr/australia
4요일 	0.0%	0명	서민영		정운택,임예원,이재용	호러,스릴러	 www.4day2008.co.kr
시간 여행자의 아내	0.0%	292명	로베르트슈벤트케		에릭바나,레이첼맥아담스	환타지,로맨스	2017.03.23(재개봉)
어느 독재자	0.0%	177명	모흐센마흐말바프		미하일고미아쉬빌리,다치오르벨라쉬빌리	드라마	2017.04.06
(아트하우스 클래스)이다혜의 북클럽-셜록 홈스의 밤	0.2%	19명					2017.03.08(재개봉)
가디언즈 오브 갤럭시 VOL. 2	0.2%	77,453명	제임스건		크리스프랫,조샐다나,데이브바티스타,빈디젤,브래들리쿠퍼	액션,	 gotg2017.modoo.at
특별시민	0.0%	31,285명	박인제		최민식,곽도원,심은경,문소리,라미란,류혜영	드라마	2017.04.26
여자의 일생	0.0%	202명	스테판브리제		주디스쳄라	멜로,드라마	2017.04.06
모놀리스	0.0%	185명	이반실베스트리니		카트리나보우든	드라마,스릴러	2017.04.20
동시상영(존윅 시리즈)	0.2%	0명				액션,스릴러	2017.03.10
왕을 참하라	0.0%	53명	김재수		강연정,강윤,추석영	드라마	2017.03.16
공각기동대	0.0%	341명	오시이마모루		타나카아츠코,오오츠카아키오	애니메이션,액션	2017.03.23(재개봉)
하이앤로우 더 무비	0.0%	28명	쿠보시게아키		이승현,아오야기쇼,아키라	액션	2017.03.23
하이앤로우 더 레드 레인	0.0%	25명	야마구치유다이		타카히로,토사카히로오미,사이토다쿠미	느와르,액션	2017.03.23
버스데이 카드	0.1%	101명	요시다야스히로		하시모토아이,미야자키아오이	드라마	2017.03.23
아버지와 이토 씨	0.0%	715명	타나다유키		우에노주리,릴리프랭키	가족,코미디	2017.04.20
동경가족: 두 번째 이야기	0.0%	120명	야마다요지		하시즈메이사오,요시유키카즈코,츠마부키사토시,아오이유우,니시무라마사히코,나츠카와유이	드라마,코미디	2017.03.23
예전부터 계속 좋아했어 ~ 고백실행위원회~	0.0%	39명	야나기자와테츠야		카미야히로시,토마츠하루카	애니메이션,로맨스,멜로	2016.09.29
좋아하게 되는 그 순간을 ~ 고백실행위원회~	0.1%	52명	야나기자와테츠야		아사쿠라모모,하나에나츠키	애니메이션,로맨스	2017.03.23
파워캐치 완다: 버그본의 지구 습격	0.0%	153명	하시모토미츠오			액션,어드벤처	2017.03.09
어폴로지	0.0%	233명	티파니슝		길원옥,차오,아델라	다큐멘터리	 www.facebook.com/ak.movie
[아이라인 메이크업] CGV X 마이크임팩트 강연프로젝트 Vol.13	0.0%	5명					2017.03.23
바빌론의 아들	0.0%	1명	모하메드알다라지		샤자다후세인,야서탈리브	드라마	 www.facebook.com/son.of.babylon
타이머	0.0%	2명	잭쉐퍼		엠마콜필드,존패트릭아메도리,미셸보스,데스몬드해링턴	로맨스,환타지,코미디	 blog.naver.com/timer0310
위험한 상견례	0.0%	358명	김진영		백윤식,김수미,박철민,송새벽,이시영	코미디	 danger2011.kr
나비효과-레버레이션	0.1%	1명	세스그러스먼		크리스카맥,레이첼마이너	미스터리,스릴러	2011.03.10
파란만장	0.0%	0명	박찬욱,박찬경		이정현,오광록,이용녀,김환희	환타지	 dododo-olleh.kt.com 
서유기 리턴즈	0.0%	0명	신동엽		김병만,한민관,류담	액션,어드벤처,코미디	 blog.naver.com/seoyugi2011
파이터	0.1%	20명	데이비드러셀		마크월버그,크리스찬베일	드라마	 www.thefighter.co.kr 
사랑이 무서워	0.0%	45명	정우철		임창정,김규리,김태훈,안석환,강성진,박민환,이아린	코미디	 www.sarangi.co.kr
굿바이, 평양	0.0%	2명	양영희		양선화,양건화,양영희	다큐멘터리	 blog.naver.com/goodbyepy
사랑한다, 사랑하지 않는다	0.2%	31명	이윤기		현빈,임수정	로맨스,멜로	2011.03.03
혜화,동 	0.1%	5명	민용근		유다인,유연석	드라마	 blog.naver.com/re_encounter
Happy New Movie 기획전	0.0%	3명				다큐멘터리,드라마,스릴러	 www.cgv.co.kr
AFC아시안컵 4강 Live-한국VS일본	0.1%	0명				다큐멘터리	2011.01.25
아따맘마 극장판	0.1%	17명	야스미테츠오			가족,애니메이션,코미디	 blog.naver.com/toonimovie 
2010 빅뱅 라이브 콘서트 빅쇼 3D ( 빅뱅 빅쇼 3D )	0.1%	15명	손석		드래곤,탑,태양,대성,승리	다큐멘터리	2011.02.02
보리스 고두노프(뉴욕메트로폴리탄오페라)	0.0%	0명	스테판워즈워스		르네파페,에카테리나서먼척,알렉산드레스안톤네코,예프게니니키틴	뮤지컬	2011.01.22
극장판 유희왕 : 시공을 초월한 우정	0.1%	18명	타케시타켄이치			애니메이션,어드벤처	 yugioh-movie.co.kr
파리36의 기적	0.0%	0명	크리스토프바라티에		제라르쥐노,클로비스코르니악,카드므라드,노라아르네제데	드라마	 www.faubourg36-lefilm.com 
혈투	0.0%	6명	박훈정		박희순,진구,고창석	시대극	 www.showdown2011.co.kr
고백	0.0%	16명	나카시마테츠야		마츠다카코	드라마,스릴러	2011.03.31
그녀에게	0.0%	0명	페드로알모도바르		하비에르카마라,다리오그란디네티,레오노르발팅,로사리오플로레스,제랄딘채플린	드라마,로맨스	 www.talktoher.co.kr
마음이...	0.0%	24명	박은형,오달균		유승호,김향기,달이	드라마	 www.maumy.co.kr/
미녀는 괴로워	0.0%	169명	김용화		주진모,김아중,김용건,성동일,임현식	로맨스,코미디	 www.sline2006.com/ 
나나	0.0%	3명	오타니켄타로		나카시마미카,미야자키아오이,나리미야히로키,히라오카유타	드라마	 www.nana-movie.co.kr
하늘정원	0.0%	1명	이동현		안재욱,이은주,손종범,전무송,송옥숙	드라마	 www.sky-garden.co.kr
식스틴 블럭	0.0%	8명	리차드도너		브루스윌리스,모스데프,데이빗모스,실크코자트,마이클키난	액션,어드벤처,드라마,스릴러	 www.16block.co.kr
러닝 스케어드	0.0%	0명	웨인크레이머		폴워커,카메론브라이트,베라파미가,채즈팔민테리,조니메스너	액션,드라마,스릴러,범죄	 runningscared.co.kr
바운스	0.0%	0명	하라다마사토		사토히토미,사토야스에,오카모토유키코	드라마	 www.bouncegirl.co.kr
동승	0.0%	1명	주경중		김태진,김민교,김예령,오영수,전무송	드라마	 www.littlemonk.co.kr
냉정과 열정 사이	0.2%	11명	나카에이사무		타케노우치유타카,진혜림,시나이킷페이,산타마리아유스케	드라마,로맨스	 www.excite.co.jp/event/jyonetsu/
보물성	0.0%	1명	론클레멘츠,존머스커		조셉고든레빗,데이빗하이드피어스,브라이언머레이,마틴쇼트,엠마톰슨	애니메이션,가족,환타지	 www.treasureplanet.co.kr
반지의 제왕 : 왕의 귀환	0.0%	63명	피터잭슨		일라이저우드,비고모텐센,이안맥켈렌,빌리보이드,올란도블룸	액션,어드벤처,환타지	 www.banzi.co.kr
트랜스포터	0.0%	2명	원규		제이슨스태덤,서기,맷슐츠,프랑소와베를랑,릭영	액션,스릴러	 www.foxkorea.co.kr/trans/site/home.html
천년호	0.0%	8명	이광훈		김혜리,정준호,김효진,강현중	환타지,무협	 www.1000lake.co.kr
유아독존	0.0%	0명	홍종오		박상면,이원종,안재모,김윤경,김희수	코미디	 www.babyalone.co.kr
고스트 쉽	0.0%	4명	스티브벡		줄리아나마굴리스,가브리엘번,론엘다드,이사이아워싱톤,데스몬드해링턴	액션,어드벤처,호러	 ghostshipmovie.warnerbros.com/trailer.html
빙우	0.0%	3명	김은숙		이성재,송승헌,김하늘,유해진,김정학	드라마,로맨스	 www.bingwoo.net
피아니스트	0.3%	28명	로만폴란스키		애드리안브로디,토마스크레츠만,프랭크핀레이,모린리프먼,에밀리아폭스	드라마	 www.the-pianist.co.kr
웰컴 투 콜린우드	0.0%	0명	안소니루소,조루소		윌리암메이시,샘록웰,마이클제터,루이스구즈만,조지클루니	코미디	 www.collinwood.co.kr
스위트 알라바마	0.0%	0명	앤디테넌트		리즈위더스푼,조쉬루카스,패트릭뎀시,프레드워드,메리케이플레이스	코미디,로맨스	 www.sweetalabama.co.kr
오션스	0.0%	48명	자끄페렝,자끄클루자드		정보석,진지희	다큐멘터리	 www.oceans.co.kr
솔트	1.3%	310명	필립노이스		안젤리나졸리	액션	 www.saltmovie.co.kr
킬러 인사이드 미	0.0%	7명	마이클윈터바텀		제시카알바,케이트허드슨,케이시애플렉	범죄,스릴러	 www.killer2010.kr
극장판 도라에몽 : 진구의 인어대해전	0.0%	30명	쿠스바코조		미즈타와사비,오오하라메구미,세키토모카즈	애니메이션,어드벤처	 www.doraemon-movie.co.kr/
스플라이스	0.0%	26명	빈센조나탈리		애드리안브로디,사라폴리	환타지,,스릴러	 www.splicethefilm.com
레퓨지	0.0%	0명	프랑소와오종		이자벨까레,멜빌푸포,루이스로낭슈아시	드라마	 twitter.com/museandlouis
이끼	0.0%	418명	강우석		정재영,박해일,유준상,유선,허준호,유해진,김상호,김준배	범죄,드라마	 http://cafe.naver.com/moss0715
미쟝센 단편영화제	0.1%	1명				단편	 www.msff.or.kr/2010/index.asp
남아공월드컵 예선전 Live-한국vs그리스	9.8%	6명	허정무		대한민국국가대표팀	액션,다큐멘터리	 http://www.fifa.com
남아공월드컵 예선전 Live-한국vs나이지리아	19.6%	6명	허정무		대한민국국가대표팀	액션,다큐멘터리	 http://www.fifa.com
남아공월드컵 예선전 Live-한국vs아르헨티나	24.4%	8명	허정무		대한민국국가대표팀	액션,다큐멘터리	 http://www.fifa.com
미녀들의 전쟁	0.0%	0명	빠트리스르꽁트		브누와뽀엘부르드,올리비아보나미,신시아그로지아	드라마,코미디	2010.06.24
영도다리	0.0%	0명	전수일		박하선,김정태	드라마	 www.mountainpictures.co.kr
금지된 축구단	0.0%	0명	라스무스다인센,아르놀크로이고르		달라이라마	다큐멘터리	2010.06.10
천리마 축구단	0.0%	0명	다니엘고든		박두익,임정선,폴니콜슨,김일성,엘리자베스여왕세	다큐멘터리	2010.06.10
오프사이드	0.0%	0명	자파르파나히		시마모바락샤히	드라마,코미디	2010.06.10
프레데터스	0.0%	26명	님로드안탈		애드리안브로디,토퍼그레이스,알리스브라가,로렌스피시번	액션,	 www.foxkorea.co.kr/predators 
필립모리스	0.2%	9명	존레쿠아,글렌피카라		짐캐리,이완맥그리거	코미디	 www.phillip2010.co.kr
나쁜놈이 더 잘잔다	0.0%	3명	권영철		김흥수,조안,오태경,서장원	범죄,액션,느와르	 blog.naver.com/badguy2010
토마스와 친구들 - 극장판 2	0.0%	3명	그렉티어난		김승준,마이클브랜든,마틴셔먼	애니메이션	2010.06.17
그녀에게	0.0%	0명	페드로알모도바르		하비에르카마라,다리오그란디네티,레오노르발팅,로사리오플로레스,제랄딘채플린	드라마,로맨스	 www.talktoher.co.kr
마음이...	0.0%	24명	박은형,오달균		유승호,김향기,달이	드라마	 www.maumy.co.kr/
미녀는 괴로워	0.0%	169명	김용화		주진모,김아중,김용건,성동일,임현식	로맨스,코미디	 www.sline2006.com/ 
나나	0.0%	3명	오타니켄타로		나카시마미카,미야자키아오이,나리미야히로키,히라오카유타	드라마	 www.nana-movie.co.kr
하늘정원	0.0%	1명	이동현		안재욱,이은주,손종범,전무송,송옥숙	드라마	 www.sky-garden.co.kr
식스틴 블럭	0.0%	8명	리차드도너		브루스윌리스,모스데프,데이빗모스,실크코자트,마이클키난	액션,어드벤처,드라마,스릴러	 www.16block.co.kr
러닝 스케어드	0.0%	0명	웨인크레이머		폴워커,카메론브라이트,베라파미가,채즈팔민테리,조니메스너	액션,드라마,스릴러,범죄	 runningscared.co.kr
바운스	0.0%	0명	하라다마사토		사토히토미,사토야스에,오카모토유키코	드라마	 www.bouncegirl.co.kr
동승	0.0%	1명	주경중		김태진,김민교,김예령,오영수,전무송	드라마	 www.littlemonk.co.kr
냉정과 열정 사이	0.2%	11명	나카에이사무		타케노우치유타카,진혜림,시나이킷페이,산타마리아유스케	드라마,로맨스	 www.excite.co.jp/event/jyonetsu/
보물성	0.0%	1명	론클레멘츠,존머스커		조셉고든레빗,데이빗하이드피어스,브라이언머레이,마틴쇼트,엠마톰슨	애니메이션,가족,환타지	 www.treasureplanet.co.kr
반지의 제왕 : 왕의 귀환	0.0%	63명	피터잭슨		일라이저우드,비고모텐센,이안맥켈렌,빌리보이드,올란도블룸	액션,어드벤처,환타지	 www.banzi.co.kr
트랜스포터	0.0%	2명	원규		제이슨스태덤,서기,맷슐츠,프랑소와베를랑,릭영	액션,스릴러	 www.foxkorea.co.kr/trans/site/home.html
천년호	0.0%	8명	이광훈		김혜리,정준호,김효진,강현중	환타지,무협	 www.1000lake.co.kr
유아독존	0.0%	0명	홍종오		박상면,이원종,안재모,김윤경,김희수	코미디	 www.babyalone.co.kr
고스트 쉽	0.0%	4명	스티브벡		줄리아나마굴리스,가브리엘번,론엘다드,이사이아워싱톤,데스몬드해링턴	액션,어드벤처,호러	 ghostshipmovie.warnerbros.com/trailer.html
빙우	0.0%	3명	김은숙		이성재,송승헌,김하늘,유해진,김정학	드라마,로맨스	 www.bingwoo.net
피아니스트	0.3%	28명	로만폴란스키		애드리안브로디,토마스크레츠만,프랭크핀레이,모린리프먼,에밀리아폭스	드라마	 www.the-pianist.co.kr
웰컴 투 콜린우드	0.0%	0명	안소니루소,조루소		윌리암메이시,샘록웰,마이클제터,루이스구즈만,조지클루니	코미디	 www.collinwood.co.kr
스위트 알라바마	0.0%	0명	앤디테넌트		리즈위더스푼,조쉬루카스,패트릭뎀시,프레드워드,메리케이플레이스	코미디,로맨스	 www.sweetalabama.co.kr
바람과 함께 사라지다	0.0%	3명	빅터플레밍		클라크게이블,비비안리,레슬리하워드	로맨스,드라마,멜로	2011.10.27
오슬로의 이상한 밤	0.0%	1명	벤트해머		바드오베,기타뇌르비,에스펀스콘버그,헨리모안	드라마,코미디	2011.02.10
블랙 스완	0.0%	347명	대런아로노프스키		나탈리포트먼,뱅상카셀,밀라쿠니스	스릴러	 blackswan2011.co.kr
달빛 길어올리기	0.0%	2명	임권택		박중훈,강수연,예지원	드라마	 hanji2011.co.kr
언노운	0.5%	74명	자움콜렛세라		리암니슨,다이안크루거,제뉴어리존스,프랭크란젤라,에이단퀸	액션,스릴러	 www.unknown2011.kr 
아이 엠 넘버 포	0.0%	78명	카루소		알렉스페티퍼,다이아나애그론,티모시올리펀트	액션,	 i-am-no4.co.kr 
굿모닝 에브리원	0.1%	47명	로저미첼		레이첼맥아덤즈,해리슨포드,다이안키튼,패트릭윌슨	로맨스,코미디,멜로	 www.GoodMorningeveryone.co.kr
랭고	0.0%	79명	고어버빈스키		조니뎁,티모시올리펀트,아비게일브레슬린,빌나이	액션,애니메이션,어드벤처	2011.03.03
친구와 연인사이	0.2%	62명	이반라이트만		나탈리포트만,애쉬튼커쳐	로맨스,코미디,멜로	 www.친구와연인사이.kr/ 
파수꾼	0.0%	438명	윤성현		이제훈,서준영,박정민,조성하	드라마	2011.03.03
리멤버 미	0.0%	2명	앨런콜터		로버트패틴슨,에밀리드라빈,피어스브로스넌,크리스쿠퍼	로맨스,드라마,멜로	 www.remember-me.co.kr
피파 리의 특별한 로맨스	0.0%	3명	레베카밀러		로빈라이트펜,키아누리브스,블레이크라이블리,줄리안무어,위노나라이더,모니카벨루치	로맨스,드라마,멜로	 www.pippalee.com
